date,solar_resource,avg_temperature,month,village_id,village_name
2025-05-18,5.3618,27.75,5,V009,Village I
2025-05-19,4.9663,27.81,5,V009,Village I
2025-05-20,4.9214,27.98,5,V009,Village I
2025-05-21,4.1465,27.66,5,V009,Village I
2025-05-22,4.9318,27.24,5,V009,Village I
2025-05-23,3.7702,27.84,5,V009,Village I
2025-05-24,3.1584,26.84,5,V009,Village I
2025-05-25,3.6454,25.61,5,V009,Village I
2025-05-26,4.8859,26.33,5,V009,Village I
2025-05-27,4.8394,25.57,5,V009,Village I
2025-05-28,2.1672,25.6,5,V009,Village I
2025-05-29,5.0112,25.71,5,V009,Village I
2025-05-30,6.2374,26.11,5,V009,Village I
2025-05-31,6.642,26.05,5,V009,Village I
2025-06-01,6.0677,26.21,6,V009,Village I
2025-06-02,6.5196,25.78,6,V009,Village I
2025-06-03,6.1937,25.66,6,V009,Village I
2025-06-04,5.0544,25.49,6,V009,Village I
2025-06-05,6.137,25.68,6,V009,Village I
2025-06-06,6.5549,26.31,6,V009,Village I
2025-06-07,6.1128,26.22,6,V009,Village I
2025-06-08,6.6943,25.78,6,V009,Village I
2025-06-09,6.9533,26.57,6,V009,Village I
2025-06-10,6.1486,26.62,6,V009,Village I
2025-06-11,3.6538,26.81,6,V009,Village I
2025-06-12,5.1902,26.75,6,V009,Village I
2025-06-13,5.0102,26.26,6,V009,Village I
2025-06-14,5.2058,26.94,6,V009,Village I
2025-06-15,4.5367,26.57,6,V009,Village I
2025-06-16,3.869,24.57,6,V009,Village I
2025-06-17,5.8769,25.55,6,V009,Village I
2025-06-18,3.3766,25.3,6,V009,Village I
2025-06-19,2.4034,25.08,6,V009,Village I
2025-06-20,4.7998,25.14,6,V009,Village I
2025-06-21,4.1153,24.63,6,V009,Village I
2025-06-22,3.4231,24.77,6,V009,Village I
2025-06-23,3.3038,24.41,6,V009,Village I
2025-06-24,3.1099,24.07,6,V009,Village I
2025-06-25,3.234,24.82,6,V009,Village I
2025-06-26,2.1154,24.6,6,V009,Village I
2025-06-27,3.5434,24.39,6,V009,Village I
2025-06-28,3.2741,23.8,6,V009,Village I
2025-06-29,2.9947,23.7,6,V009,Village I
2025-06-30,3.6319,24.37,6,V009,Village I
2025-07-01,2.7485,24.01,7,V009,Village I
2025-07-02,3.4572,24.24,7,V009,Village I
2025-07-03,3.6948,24.29,7,V009,Village I
2025-07-04,3.438,24.45,7,V009,Village I
2025-07-05,2.7379,24.19,7,V009,Village I
2025-07-06,1.9752,23.85,7,V009,Village I
2025-07-07,2.6575,23.77,7,V009,Village I
2025-07-08,2.5219,23.78,7,V009,Village I
2025-07-09,2.4768,23.92,7,V009,Village I
2025-07-10,4.2823,24.48,7,V009,Village I
2025-07-11,4.8934,24.35,7,V009,Village I
2025-07-12,4.9805,24.17,7,V009,Village I
2025-07-13,4.1335,24.15,7,V009,Village I
2025-07-14,3.63,24.54,7,V009,Village I
2025-07-15,4.2461,24.71,7,V009,Village I
2025-07-16,5.5262,24.83,7,V009,Village I
2025-07-17,4.9514,24.4,7,V009,Village I
2025-07-18,4.8953,24.31,7,V009,Village I
2025-07-19,5.1221,24.28,7,V009,Village I
2025-07-20,5.3028,24.69,7,V009,Village I
2025-07-21,4.5706,24.78,7,V009,Village I
2025-07-22,4.1815,24.48,7,V009,Village I
2025-07-23,2.9866,24.17,7,V009,Village I
2025-07-24,3.4082,24.64,7,V009,Village I
2025-07-25,2.0587,24.08,7,V009,Village I
2025-07-26,2.1228,23.47,7,V009,Village I
2025-07-27,2.8889,23.66,7,V009,Village I
2025-07-28,2.2843,23.71,7,V009,Village I
2025-07-29,1.7345,22.97,7,V009,Village I
2025-07-30,2.2176,23.28,7,V009,Village I
2025-07-31,3.528,23.88,7,V009,Village I
2025-08-01,3.5323,23.96,8,V009,Village I
2025-08-02,4.585,23.88,8,V009,Village I
2025-08-03,5.1578,24.31,8,V009,Village I
2025-08-04,5.1854,24.16,8,V009,Village I
2025-08-05,5.1461,24.22,8,V009,Village I
2025-08-06,4.4945,24.53,8,V009,Village I
2025-08-07,5.1826,24.61,8,V009,Village I
2025-08-08,3.7476,24.27,8,V009,Village I
2025-08-09,3.9358,23.73,8,V009,Village I
2025-08-10,5.0935,23.66,8,V009,Village I
2025-08-11,4.7482,23.78,8,V009,Village I
2025-08-12,5.0614,23.64,8,V009,Village I
2025-08-13,2.7036,23.92,8,V009,Village I
2025-08-14,3.4306,23.9,8,V009,Village I
2025-08-15,3.203,23.53,8,V009,Village I
2025-08-16,3.4829,23.41,8,V009,Village I
2025-08-17,3.1229,24.06,8,V009,Village I
2025-08-18,2.3287,23.74,8,V009,Village I
2025-08-19,4.2528,23.4,8,V009,Village I
2025-08-20,3.1097,23.36,8,V009,Village I
2025-08-21,4.1326,23.57,8,V009,Village I
2025-08-22,4.2091,23.47,8,V009,Village I
2025-08-23,2.9316,23.2,8,V009,Village I
2025-08-24,3.7805,22.76,8,V009,Village I
2025-08-25,3.0355,22.99,8,V009,Village I
2025-08-26,2.9213,23.47,8,V009,Village I
2025-08-27,3.5009,23.95,8,V009,Village I
2025-08-28,2.2658,23.78,8,V009,Village I
2025-08-29,2.8015,23.85,8,V009,Village I
2025-08-30,3.834,24.4,8,V009,Village I
2025-08-31,4.1858,24.09,8,V009,Village I
2025-09-01,2.8836,23.69,9,V009,Village I
2025-09-02,4.2031,24.03,9,V009,Village I
2025-09-03,3.066,23.58,9,V009,Village I
2025-09-04,2.5426,22.89,9,V009,Village I
2025-09-05,1.6246,23.51,9,V009,Village I
2025-09-06,2.2032,23.25,9,V009,Village I
2025-09-07,2.6666,23.48,9,V009,Village I
2025-09-08,3.6204,23.18,9,V009,Village I
2025-09-09,4.4743,23.06,9,V009,Village I
2025-09-10,5.6717,23.33,9,V009,Village I
2025-09-11,4.6711,22.68,9,V009,Village I
2025-09-12,2.8781,23.3,9,V009,Village I
2025-09-13,2.5958,23.16,9,V009,Village I
2025-09-14,2.8488,23.84,9,V009,Village I
2025-09-15,3.1402,23.44,9,V009,Village I
2025-09-16,2.1086,23.69,9,V009,Village I
2025-09-17,3.6924,24.25,9,V009,Village I
2025-09-18,3.707,24.37,9,V009,Village I
2025-09-19,4.0493,23.73,9,V009,Village I
2025-09-20,3.8292,23.26,9,V009,Village I
2025-09-21,4.2125,23.88,9,V009,Village I
2025-09-22,2.3244,23.12,9,V009,Village I
2025-09-23,3.3324,23.02,9,V009,Village I
2025-09-24,3.8441,23.12,9,V009,Village I
2025-09-25,5.5164,22.95,9,V009,Village I
2025-09-26,3.3166,23.28,9,V009,Village I
2025-09-27,4.0507,23.99,9,V009,Village I
2025-09-28,2.0165,23.53,9,V009,Village I
2025-09-29,2.4182,22.47,9,V009,Village I
2025-09-30,4.2096,22.3,9,V009,Village I
2025-10-01,4.2547,22.7,10,V009,Village I
2025-10-02,3.9715,22.84,10,V009,Village I
2025-10-03,4.9934,23.23,10,V009,Village I
2025-10-04,4.8931,23.32,10,V009,Village I
2025-10-05,4.5818,23.13,10,V009,Village I
2025-10-06,5.9249,22.31,10,V009,Village I
2025-10-07,4.0474,22.37,10,V009,Village I
2025-10-08,5.7156,22.51,10,V009,Village I
2025-10-09,5.9167,21.92,10,V009,Village I
2025-10-10,5.705,21.86,10,V009,Village I
2025-10-11,5.9513,21.63,10,V009,Village I
2025-10-12,6.1022,21.13,10,V009,Village I
2025-10-13,6.0485,20.71,10,V009,Village I
2025-10-14,5.8186,21.0,10,V009,Village I
2025-10-15,4.9771,22.36,10,V009,Village I
2025-10-16,5.0839,24.44,10,V009,Village I
2025-10-17,5.0491,24.17,10,V009,Village I
2025-10-18,4.3584,23.89,10,V009,Village I
2025-10-19,3.6389,23.73,10,V009,Village I
2025-10-20,4.8209,23.22,10,V009,Village I
2025-10-21,4.5833,23.02,10,V009,Village I
2025-10-22,4.601,24.15,10,V009,Village I
2025-10-23,5.0374,24.22,10,V009,Village I
2025-10-24,4.2182,24.21,10,V009,Village I
2025-10-25,2.7725,23.59,10,V009,Village I
2025-10-26,3.0749,23.65,10,V009,Village I
2025-10-27,3.283,23.89,10,V009,Village I
2025-10-28,4.104,24.32,10,V009,Village I
2025-10-29,2.3093,23.78,10,V009,Village I
2025-10-30,2.1449,23.33,10,V009,Village I
2025-10-31,3.8086,23.29,10,V009,Village I
2025-11-01,3.6377,23.43,11,V009,Village I
2025-11-02,3.54,23.03,11,V009,Village I
2025-11-03,4.3726,22.7,11,V009,Village I
2025-11-04,4.4887,22.05,11,V009,Village I
2025-11-05,5.329,20.97,11,V009,Village I
2025-11-06,5.5546,20.42,11,V009,Village I
2025-11-07,5.4619,19.13,11,V009,Village I
2025-11-08,5.6705,18.16,11,V009,Village I
2025-11-09,5.5238,18.11,11,V009,Village I
2025-11-10,5.3455,18.71,11,V009,Village I
2025-11-11,4.8734,18.9,11,V009,Village I
2025-11-12,4.9673,17.67,11,V009,Village I
2025-11-13,5.2272,17.54,11,V009,Village I
2025-11-14,4.9889,17.76,11,V009,Village I
2025-11-15,5.0554,17.04,11,V009,Village I
2025-11-16,5.0323,17.2,11,V009,Village I
2025-11-17,4.9618,16.54,11,V009,Village I
2025-11-18,4.9661,16.33,11,V009,Village I
2025-11-19,4.8943,17.0,11,V009,Village I
2025-11-20,4.6723,17.27,11,V009,Village I
2025-11-21,4.8571,18.61,11,V009,Village I
2025-11-22,4.7426,20.69,11,V009,Village I
2025-11-23,4.2298,21.93,11,V009,Village I
2025-11-24,4.0918,21.84,11,V009,Village I
2025-11-25,4.339,21.74,11,V009,Village I
2025-11-26,4.1371,21.24,11,V009,Village I
2025-11-27,3.7186,20.95,11,V009,Village I
2025-11-28,4.0634,20.81,11,V009,Village I
2025-11-29,4.1191,19.32,11,V009,Village I
2025-11-30,4.5449,18.36,11,V009,Village I
2025-12-01,4.5742,18.89,12,V009,Village I
2025-12-02,3.9895,19.43,12,V009,Village I
2025-12-03,4.2031,19.11,12,V009,Village I
2025-12-04,4.2535,19.88,12,V009,Village I
2025-12-05,4.4316,20.05,12,V009,Village I
2025-12-06,4.2302,19.65,12,V009,Village I
2025-12-07,4.655,18.6,12,V009,Village I
2025-12-08,5.0162,18.49,12,V009,Village I
2025-12-09,5.1518,18.55,12,V009,Village I
2025-12-10,5.2092,18.51,12,V009,Village I
2025-12-11,5.172,18.73,12,V009,Village I
2025-12-12,5.0455,18.62,12,V009,Village I
2025-12-13,4.932,19.32,12,V009,Village I
2025-12-14,4.921,19.33,12,V009,Village I
2025-12-15,4.7998,18.79,12,V009,Village I
2025-12-16,4.4669,18.7,12,V009,Village I
2025-12-17,4.5247,19.97,12,V009,Village I
2025-12-18,4.9958,19.77,12,V009,Village I
2025-12-19,5.233,18.87,12,V009,Village I
2025-12-20,5.1209,18.65,12,V009,Village I
2025-12-21,4.2295,18.72,12,V009,Village I
2025-12-22,4.2384,18.8,12,V009,Village I
2025-12-23,4.8725,19.11,12,V009,Village I
2025-12-24,4.3747,19.14,12,V009,Village I
2025-12-25,4.7767,18.98,12,V009,Village I
2025-12-26,4.5806,18.78,12,V009,Village I
2025-12-27,4.5382,19.4,12,V009,Village I
2025-12-28,4.5622,19.42,12,V009,Village I
2025-12-29,4.6814,19.14,12,V009,Village I
2025-12-30,4.5979,19.23,12,V009,Village I
2025-12-31,4.3202,18.6,12,V009,Village I
