date,solar_resource,avg_temperature,month,village_id,village_name
2025-03-11,6.0298,29.06,3,V010,Village J
2025-03-12,6.0694,30.36,3,V010,Village J
2025-03-13,5.7955,29.79,3,V010,Village J
2025-03-14,6.4922,29.04,3,V010,Village J
2025-03-15,6.0631,29.24,3,V010,Village J
2025-03-16,5.9851,28.89,3,V010,Village J
2025-03-17,6.3895,27.39,3,V010,Village J
2025-03-18,6.7922,28.51,3,V010,Village J
2025-03-19,6.3223,28.75,3,V010,Village J
2025-03-20,6.1891,28.02,3,V010,Village J
2025-03-21,6.882,27.17,3,V010,Village J
2025-03-22,7.2665,27.36,3,V010,Village J
2025-03-23,6.9014,29.01,3,V010,Village J
2025-03-24,6.869,29.68,3,V010,Village J
2025-03-25,6.8455,29.89,3,V010,Village J
2025-03-26,6.587,29.73,3,V010,Village J
2025-03-27,6.3014,28.83,3,V010,Village J
2025-03-28,6.3038,29.18,3,V010,Village J
2025-03-29,5.7991,29.76,3,V010,Village J
2025-03-30,5.483,30.78,3,V010,Village J
2025-03-31,4.957,32.13,3,V010,Village J
2025-04-01,2.5781,30.62,4,V010,Village J
2025-04-02,4.867,31.02,4,V010,Village J
2025-04-03,5.0424,31.22,4,V010,Village J
2025-04-04,6.3288,30.2,4,V010,Village J
2025-04-05,7.1314,30.71,4,V010,Village J
2025-04-06,7.4155,31.19,4,V010,Village J
2025-04-07,7.4093,31.53,4,V010,Village J
2025-04-08,7.2504,32.1,4,V010,Village J
2025-04-09,6.8698,32.63,4,V010,Village J
2025-04-10,7.0394,31.93,4,V010,Village J
2025-04-11,7.111,30.26,4,V010,Village J
2025-04-12,7.4273,29.49,4,V010,Village J
2025-04-13,7.0824,30.57,4,V010,Village J
2025-04-14,7.4726,30.9,4,V010,Village J
2025-04-15,7.0826,31.5,4,V010,Village J
2025-04-16,6.7411,32.09,4,V010,Village J
2025-04-17,7.1494,32.02,4,V010,Village J
2025-04-18,7.0027,32.48,4,V010,Village J
2025-04-19,7.1904,31.6,4,V010,Village J
2025-04-20,7.404,30.8,4,V010,Village J
2025-04-21,7.3699,31.25,4,V010,Village J
2025-04-22,7.3639,32.1,4,V010,Village J
2025-04-23,7.1513,33.14,4,V010,Village J
2025-04-24,6.8314,32.98,4,V010,Village J
2025-04-25,6.5328,32.56,4,V010,Village J
2025-04-26,6.1586,31.72,4,V010,Village J
2025-04-27,7.5319,31.79,4,V010,Village J
2025-04-28,7.5259,32.67,4,V010,Village J
2025-04-29,7.4741,32.91,4,V010,Village J
2025-04-30,7.5542,32.08,4,V010,Village J
2025-05-01,7.6493,32.78,5,V010,Village J
2025-05-02,7.5953,32.95,5,V010,Village J
2025-05-03,7.4549,31.8,5,V010,Village J
2025-05-04,7.5204,29.82,5,V010,Village J
2025-05-05,6.8578,30.05,5,V010,Village J
2025-05-06,6.407,28.57,5,V010,Village J
2025-05-07,4.5816,25.94,5,V010,Village J
2025-05-08,4.9932,25.76,5,V010,Village J
2025-05-09,6.3377,27.3,5,V010,Village J
2025-05-10,6.5957,28.57,5,V010,Village J
2025-05-11,6.059,29.52,5,V010,Village J
2025-05-12,4.4774,28.99,5,V010,Village J
2025-05-13,5.4785,28.35,5,V010,Village J
2025-05-14,5.6393,28.73,5,V010,Village J
2025-05-15,4.3106,27.69,5,V010,Village J
2025-05-16,4.3351,28.6,5,V010,Village J
2025-05-17,5.7991,28.58,5,V010,Village J
2025-05-18,5.3618,28.32,5,V010,Village J
2025-05-19,4.9663,29.2,5,V010,Village J
2025-05-20,4.9214,29.43,5,V010,Village J
2025-05-21,4.1465,29.26,5,V010,Village J
2025-05-22,4.9318,28.49,5,V010,Village J
2025-05-23,3.7702,29.17,5,V010,Village J
2025-05-24,3.1584,28.23,5,V010,Village J
2025-05-25,3.6454,27.58,5,V010,Village J
2025-05-26,4.8859,28.07,5,V010,Village J
2025-05-27,4.8394,27.3,5,V010,Village J
2025-05-28,2.1672,27.25,5,V010,Village J
2025-05-29,5.0112,27.51,5,V010,Village J
2025-05-30,6.2374,27.96,5,V010,Village J
2025-05-31,6.642,27.87,5,V010,Village J
2025-06-01,6.0677,27.98,6,V010,Village J
2025-06-02,6.5196,27.57,6,V010,Village J
2025-06-03,6.1937,27.51,6,V010,Village J
2025-06-04,5.0544,27.51,6,V010,Village J
2025-06-05,6.137,27.63,6,V010,Village J
2025-06-06,6.5549,28.83,6,V010,Village J
2025-06-07,6.1128,28.89,6,V010,Village J
2025-06-08,6.6943,28.46,6,V010,Village J
2025-06-09,6.9533,28.98,6,V010,Village J
2025-06-10,6.1486,29.31,6,V010,Village J
2025-06-11,3.6538,29.7,6,V010,Village J
2025-06-12,5.1902,29.86,6,V010,Village J
2025-06-13,5.0102,28.71,6,V010,Village J
2025-06-14,5.2058,28.99,6,V010,Village J
2025-06-15,4.5367,27.5,6,V010,Village J
2025-06-16,3.869,26.13,6,V010,Village J
2025-06-17,5.8769,27.22,6,V010,Village J
2025-06-18,3.3766,26.59,6,V010,Village J
2025-06-19,2.4034,26.17,6,V010,Village J
2025-06-20,4.7998,26.59,6,V010,Village J
2025-06-21,4.1153,25.57,6,V010,Village J
2025-06-22,3.4231,26.19,6,V010,Village J
2025-06-23,3.3038,25.46,6,V010,Village J
2025-06-24,3.1099,25.2,6,V010,Village J
2025-06-25,3.234,25.94,6,V010,Village J
2025-06-26,2.1154,25.85,6,V010,Village J
2025-06-27,3.5434,25.91,6,V010,Village J
2025-06-28,3.2741,25.39,6,V010,Village J
2025-06-29,2.9947,25.03,6,V010,Village J
2025-06-30,3.6319,25.62,6,V010,Village J
2025-07-01,2.7485,25.33,7,V010,Village J
2025-07-02,3.4572,25.98,7,V010,Village J
2025-07-03,3.6948,25.89,7,V010,Village J
2025-07-04,3.438,26.09,7,V010,Village J
2025-07-05,2.7379,25.46,7,V010,Village J
2025-07-06,1.9752,25.07,7,V010,Village J
2025-07-07,2.6575,25.04,7,V010,Village J
2025-07-08,2.5219,24.72,7,V010,Village J
2025-07-09,2.4768,25.27,7,V010,Village J
2025-07-10,4.2823,25.65,7,V010,Village J
2025-07-11,4.8934,25.77,7,V010,Village J
2025-07-12,4.9805,25.71,7,V010,Village J
2025-07-13,4.1335,25.44,7,V010,Village J
2025-07-14,3.63,25.48,7,V010,Village J
2025-07-15,4.2461,25.95,7,V010,Village J
2025-07-16,5.5262,26.45,7,V010,Village J
2025-07-17,4.9514,25.7,7,V010,Village J
2025-07-18,4.8953,25.58,7,V010,Village J
2025-07-19,5.1221,25.73,7,V010,Village J
2025-07-20,5.3028,26.32,7,V010,Village J
2025-07-21,4.5706,26.42,7,V010,Village J
2025-07-22,4.1815,25.88,7,V010,Village J
2025-07-23,2.9866,25.4,7,V010,Village J
2025-07-24,3.4082,26.33,7,V010,Village J
2025-07-25,2.0587,25.53,7,V010,Village J
2025-07-26,2.1228,24.42,7,V010,Village J
2025-07-27,2.8889,25.17,7,V010,Village J
2025-07-28,2.2843,24.92,7,V010,Village J
2025-07-29,1.7345,23.82,7,V010,Village J
2025-07-30,2.2176,24.58,7,V010,Village J
2025-07-31,3.528,25.42,7,V010,Village J
2025-08-01,3.5323,25.56,8,V010,Village J
2025-08-02,4.585,25.55,8,V010,Village J
2025-08-03,5.1578,26.13,8,V010,Village J
2025-08-04,5.1854,26.11,8,V010,Village J
2025-08-05,5.1461,26.16,8,V010,Village J
2025-08-06,4.4945,26.52,8,V010,Village J
2025-08-07,5.1826,26.59,8,V010,Village J
2025-08-08,3.7476,25.89,8,V010,Village J
2025-08-09,3.9358,25.02,8,V010,Village J
2025-08-10,5.0935,25.45,8,V010,Village J
2025-08-11,4.7482,25.14,8,V010,Village J
2025-08-12,5.0614,25.67,8,V010,Village J
2025-08-13,2.7036,25.57,8,V010,Village J
2025-08-14,3.4306,25.53,8,V010,Village J
2025-08-15,3.203,24.95,8,V010,Village J
2025-08-16,3.4829,24.65,8,V010,Village J
2025-08-17,3.1229,25.05,8,V010,Village J
2025-08-18,2.3287,24.72,8,V010,Village J
2025-08-19,4.2528,24.24,8,V010,Village J
2025-08-20,3.1097,24.9,8,V010,Village J
2025-08-21,4.1326,24.75,8,V010,Village J
2025-08-22,4.2091,24.65,8,V010,Village J
2025-08-23,2.9316,24.51,8,V010,Village J
2025-08-24,3.7805,23.6,8,V010,Village J
2025-08-25,3.0355,23.89,8,V010,Village J
2025-08-26,2.9213,24.92,8,V010,Village J
2025-08-27,3.5009,25.14,8,V010,Village J
2025-08-28,2.2658,25.06,8,V010,Village J
2025-08-29,2.8015,25.28,8,V010,Village J
2025-08-30,3.834,25.56,8,V010,Village J
2025-08-31,4.1858,25.25,8,V010,Village J
2025-09-01,2.8836,24.91,9,V010,Village J
2025-09-02,4.2031,25.33,9,V010,Village J
2025-09-03,3.066,24.33,9,V010,Village J
2025-09-04,2.5426,23.8,9,V010,Village J
2025-09-05,1.6246,24.48,9,V010,Village J
2025-09-06,2.2032,24.07,9,V010,Village J
2025-09-07,2.6666,24.6,9,V010,Village J
2025-09-08,3.6204,24.7,9,V010,Village J
2025-09-09,4.4743,24.58,9,V010,Village J
2025-09-10,5.6717,24.63,9,V010,Village J
2025-09-11,4.6711,24.06,9,V010,Village J
2025-09-12,2.8781,24.34,9,V010,Village J
2025-09-13,2.5958,24.16,9,V010,Village J
2025-09-14,2.8488,24.83,9,V010,Village J
2025-09-15,3.1402,24.35,9,V010,Village J
2025-09-16,2.1086,25.05,9,V010,Village J
2025-09-17,3.6924,25.3,9,V010,Village J
2025-09-18,3.707,25.25,9,V010,Village J
2025-09-19,4.0493,24.77,9,V010,Village J
2025-09-20,3.8292,24.68,9,V010,Village J
2025-09-21,4.2125,24.95,9,V010,Village J
2025-09-22,2.3244,24.15,9,V010,Village J
2025-09-23,3.3324,24.03,9,V010,Village J
2025-09-24,3.8441,24.14,9,V010,Village J
2025-09-25,5.5164,24.21,9,V010,Village J
2025-09-26,3.3166,24.45,9,V010,Village J
2025-09-27,4.0507,25.09,9,V010,Village J
2025-09-28,2.0165,24.21,9,V010,Village J
2025-09-29,2.4182,23.68,9,V010,Village J
2025-09-30,4.2096,23.15,9,V010,Village J
2025-10-01,4.2547,23.8,10,V010,Village J
2025-10-02,3.9715,23.98,10,V010,Village J
2025-10-03,4.9934,24.32,10,V010,Village J
2025-10-04,4.8931,24.34,10,V010,Village J
2025-10-05,4.5818,24.2,10,V010,Village J
2025-10-06,5.9249,23.56,10,V010,Village J
2025-10-07,4.0474,23.35,10,V010,Village J
2025-10-08,5.7156,23.2,10,V010,Village J
2025-10-09,5.9167,22.73,10,V010,Village J
2025-10-10,5.705,22.6,10,V010,Village J
2025-10-11,5.9513,22.27,10,V010,Village J
2025-10-12,6.1022,21.79,10,V010,Village J
2025-10-13,6.0485,21.94,10,V010,Village J
2025-10-14,5.8186,22.11,10,V010,Village J
2025-10-15,4.9771,23.44,10,V010,Village J
2025-10-16,5.0839,25.52,10,V010,Village J
2025-10-17,5.0491,25.44,10,V010,Village J
2025-10-18,4.3584,24.96,10,V010,Village J
2025-10-19,3.6389,24.48,10,V010,Village J
2025-10-20,4.8209,24.28,10,V010,Village J
2025-10-21,4.5833,24.01,10,V010,Village J
2025-10-22,4.601,24.92,10,V010,Village J
2025-10-23,5.0374,25.39,10,V010,Village J
2025-10-24,4.2182,25.5,10,V010,Village J
2025-10-25,2.7725,24.44,10,V010,Village J
2025-10-26,3.0749,24.3,10,V010,Village J
2025-10-27,3.283,24.92,10,V010,Village J
2025-10-28,4.104,24.77,10,V010,Village J
2025-10-29,2.3093,24.23,10,V010,Village J
2025-10-30,2.1449,24.25,10,V010,Village J
2025-10-31,3.8086,24.3,10,V010,Village J
2025-11-01,3.6377,24.76,11,V010,Village J
2025-11-02,3.54,24.35,11,V010,Village J
2025-11-03,4.3726,23.84,11,V010,Village J
2025-11-04,4.4887,23.09,11,V010,Village J
2025-11-05,5.329,21.9,11,V010,Village J
2025-11-06,5.5546,21.01,11,V010,Village J
2025-11-07,5.4619,19.49,11,V010,Village J
2025-11-08,5.6705,18.95,11,V010,Village J
2025-11-09,5.5238,18.4,11,V010,Village J
2025-11-10,5.3455,18.75,11,V010,Village J
2025-11-11,4.8734,19.54,11,V010,Village J
2025-11-12,4.9673,18.26,11,V010,Village J
2025-11-13,5.2272,18.52,11,V010,Village J
2025-11-14,4.9889,18.36,11,V010,Village J
2025-11-15,5.0554,17.87,11,V010,Village J
2025-11-16,5.0323,17.78,11,V010,Village J
2025-11-17,4.9618,16.65,11,V010,Village J
2025-11-18,4.9661,16.64,11,V010,Village J
2025-11-19,4.8943,17.34,11,V010,Village J
2025-11-20,4.6723,17.9,11,V010,Village J
2025-11-21,4.8571,19.03,11,V010,Village J
2025-11-22,4.7426,21.15,11,V010,Village J
2025-11-23,4.2298,22.89,11,V010,Village J
2025-11-24,4.0918,23.01,11,V010,Village J
2025-11-25,4.339,23.06,11,V010,Village J
2025-11-26,4.1371,22.51,11,V010,Village J
2025-11-27,3.7186,22.1,11,V010,Village J
2025-11-28,4.0634,21.55,11,V010,Village J
2025-11-29,4.1191,19.71,11,V010,Village J
2025-11-30,4.5449,19.09,11,V010,Village J
2025-12-01,4.5742,19.13,12,V010,Village J
2025-12-02,3.9895,19.7,12,V010,Village J
2025-12-03,4.2031,19.71,12,V010,Village J
2025-12-04,4.2535,19.79,12,V010,Village J
2025-12-05,4.4316,19.88,12,V010,Village J
2025-12-06,4.2302,19.36,12,V010,Village J
2025-12-07,4.655,18.82,12,V010,Village J
2025-12-08,5.0162,18.24,12,V010,Village J
2025-12-09,5.1518,18.62,12,V010,Village J
2025-12-10,5.2092,18.64,12,V010,Village J
2025-12-11,5.172,18.76,12,V010,Village J
2025-12-12,5.0455,18.75,12,V010,Village J
2025-12-13,4.932,19.2,12,V010,Village J
2025-12-14,4.921,19.36,12,V010,Village J
2025-12-15,4.7998,18.63,12,V010,Village J
2025-12-16,4.4669,18.63,12,V010,Village J
2025-12-17,4.5247,19.88,12,V010,Village J
2025-12-18,4.9958,19.41,12,V010,Village J
2025-12-19,5.233,18.84,12,V010,Village J
2025-12-20,5.1209,18.83,12,V010,Village J
2025-12-21,4.2295,18.62,12,V010,Village J
2025-12-22,4.2384,19.06,12,V010,Village J
2025-12-23,4.8725,19.07,12,V010,Village J
2025-12-24,4.3747,19.02,12,V010,Village J
2025-12-25,4.7767,19.11,12,V010,Village J
2025-12-26,4.5806,19.07,12,V010,Village J
2025-12-27,4.5382,19.36,12,V010,Village J
2025-12-28,4.5622,19.55,12,V010,Village J
2025-12-29,4.6814,19.72,12,V010,Village J
2025-12-30,4.5979,19.63,12,V010,Village J
2025-12-31,4.3202,19.66,12,V010,Village J
